client_id,Variation
3944371,Control
8987034,Test
5836504,Test
9111035,Test
2685663,Test
2722950,Control
7218675,Control
3009581,Control
8091872,Control
1755496,Test
9128400,Test
3334970,Test
559468,Test
1925220,Control
4979031,Test
9910098,Control
983122,Control
8249646,Control
8950069,Test
9058579,Control
9039182,Test
3010914,Control
7021345,Control
963874,Test
1546314,Control
7767849,Test
7068149,Control
8118036,Test
9726680,Test
4519160,Control
6773284,Test
7429772,Control
2368143,Test
6308576,Test
3956597,Control
3052488,Control
8758402,Control
9664272,Control
6905463,Control
1144410,Control
2548388,Test
9932367,Control
3149254,Test
2493468,Test
7887617,Test
3317334,Control
5512354,Control
7889092,Control
5267696,Test
7060702,Control
8569065,Control
2006775,Test
6030486,Control
6280351,Control
2108691,Control
2599976,Control
2853115,Control
4554752,Control
8968789,Control
1212721,Test
3322967,Test
6486309,Test
5436729,Test
3074366,Test
3291778,Control
7059333,Control
5188022,Control
6884073,Control
5206988,Test
3366060,Test
7342579,Test
1465396,Test
4780398,Control
2152873,Control
9129878,Control
4023943,Control
521003,Control
2021664,Test
2601570,Test
6066143,Test
464620,Control
3700898,Test
1596808,Control
6578023,Control
1455127,Test
9595233,Control
8560542,Test
2616663,Test
6793640,Control
3097635,Test
409450,Control
7505821,Test
2802293,Control
7928244,Test
6094349,Test
6911162,Control
5379396,Test
2035117,Control
2379374,Test
6362594,Control
749827,Test
8462755,Control
766467,Control
7829434,Control
4374006,Test
5586955,Test
5364422,Test
4374056,Test
9817774,Test
4040468,Test
5651761,Test
1003061,Control
4516267,Control
71476,Control
5599391,Control
2615082,Test
8466565,Test
2471812,Test
864721,Control
5766460,Test
6379996,Test
3391330,Test
5449569,Test
3028832,Test
3703213,Test
1555813,Test
2095170,Test
837625,Control
1735341,Control
3216999,Control
5721401,Test
9542949,Control
9894399,Control
5242744,Test
5566976,Test
934442,Control
4363111,Control
9340301,Control
9967085,Control
6251290,Test
9573768,Control
160938,Control
5525291,Test
2674649,Control
3399215,Control
6804613,Control
928670,Test
9960929,Test
7858061,Test
7471769,Control
65845,Control
1732360,Control
6591984,Control
4133463,Test
2541876,Test
1483517,Test
2044842,Control
707815,Test
5457890,Control
6455115,Control
180404,Control
7263999,Test
2622312,Control
8962467,Control
2190311,Test
3806081,Test
6061376,Control
3570669,Control
7477624,Control
6282795,Control
6324067,Control
5432649,Control
331379,Control
2062763,Test
1163409,Test
2553718,Test
2759297,Test
9173795,Test
9077478,Test
287756,Control
9076007,Test
3495059,Control
1949154,Control
4219577,Control
7688646,Control
2741439,Test
1227035,Test
8728382,Control
463029,Test
7463451,Control
7069926,Test
7543252,Control
9382892,Test
6191302,Control
5617039,Test
1565127,Test
3531620,Control
7283635,Control
8911405,Test
9777919,Test
2857152,Test
8608071,Test
9154283,Test
7680107,Control
2133839,Control
1585267,Test
3016724,Control
161491,Control
6106468,Control
8182943,Test
3239523,Control
8538655,Test
5322608,Control
9128593,Control
5823616,Test
4706669,Control
6431498,Control
5841499,Control
3703282,Control
3571495,Control
451443,Control
6637378,Test
8463084,Control
3836344,Control
4258976,Test
3669611,Control
8939444,Control
5644756,Control
3923657,Test
4305565,Control
5089039,Control
8965532,Control
943003,Test
2357486,Test
9398963,Test
1731028,Test
8753196,Control
6407208,Control
2304952,Test
9788829,Test
2567360,Test
4935415,Test
2796936,Control
4087981,Control
1324064,Control
2649386,Test
2854435,Test
637858,Control
6121098,Test
1322426,Test
7336361,Test
4623083,Test
5617888,Test
9638466,Control
1527623,Control
7758621,Test
9603341,Control
3418762,Control
6240775,Test
7564737,Test
9128690,Test
2195243,Test
4147935,Test
3062998,Test
487462,Test
2353193,Control
5588396,Test
4917803,Control
5490654,Test
6742624,Control
1758566,Control
9322805,Test
2159101,Test
9716117,Control
1663358,Test
9416337,Control
8201398,Control
5916407,Test
3678111,Test
3960380,Test
5715241,Control
6388327,Control
5249171,Test
8696157,Control
5871224,Test
4744245,Control
2430937,Test
780112,Test
809082,Test
9612831,Control
1865475,Test
597792,Test
233601,Control
1288151,Test
8482662,Control
174806,Control
8620393,Test
5919352,Control
7397258,Control
1311965,Control
37408,Control
8806276,Test
269636,Control
7379864,Test
5472730,Control
9646248,Test
2825830,Control
6595818,Test
9740561,Control
9778121,Test
8089534,Test
1269483,Test
6828613,Test
6724757,Test
7024149,Control
6183060,Test
6379127,Control
7602354,Control
345640,Test
5180590,Test
866133,Test
1953574,Test
7817761,Test
3133001,Test
2162418,Test
4038383,Test
6019257,Control
3751021,Test
9750016,Control
979164,Test
5810734,Test
1756663,Control
6267076,Control
196053,Control
6741529,Control
9132831,Test
5060221,Control
2968554,Control
3401354,Test
3132213,Control
8891903,Test
8242142,Test
301165,Test
6078664,Test
152356,Control
8097000,Control
242235,Test
2363857,Control
31502,Control
6494639,Control
8136342,Control
3445770,Test
626494,Test
3874722,Control
7723706,Test
2936450,Test
7276456,Control
2563749,Control
8597519,Control
8870501,Test
160741,Test
8891137,Test
8254513,Control
1374352,Test
775176,Control
1842343,Control
329631,Control
4542043,Control
7825280,Test
6745139,Test
6010099,Test
3905636,Test
283734,Test
7957690,Control
8069676,Control
6396836,Test
1423055,Test
3135162,Test
3623291,Test
7344865,Control
825852,Control
2247954,Test
2712519,Control
1064476,Test
5738894,Control
2806504,Control
282077,Control
3770237,Control
499699,Test
6195846,Control
3920526,Test
1900411,Control
648881,Test
7937128,Test
6081769,Test
5662925,Control
4129662,Test
8705202,Control
1485054,Test
9171585,Test
981888,Control
9390879,Test
7563831,Test
103669,Test
8902463,Control
8409638,Test
7583640,Control
8413740,Control
4145746,Test
8171000,Control
8586525,Test
3667191,Test
5112619,Control
930021,Test
3086953,Test
5804913,Test
5057948,Control
6932133,Control
4142763,Test
2558031,Control
6601606,Control
9993047,Control
2077336,Control
7598039,Test
7031386,Control
254491,Control
8003355,Test
7923876,Control
8443142,Test
8253753,Test
1154031,Control
7202634,Test
7882288,Test
9263439,Test
1662843,Control
5790286,Control
823482,Control
7534562,Test
8326453,Test
2929334,Test
9669255,Test
2555657,Test
5703905,Test
4439304,Test
3673713,Control
2775504,Test
770147,Control
3450220,Test
6396865,Control
6571403,Control
8014451,Control
1273901,Test
8807567,Test
5856806,Test
685442,Control
3188445,Control
5225442,Test
2854662,Test
3449302,Control
8182204,Control
2809254,Test
2529944,Test
7050904,Test
8627381,Control
5926577,Test
8151693,Control
6168374,Control
881057,Test
5555638,Control
41516,Control
5552819,Control
2763758,Control
9599875,Test
5245124,Test
4740032,Test
9006692,Test
4156608,Test
240400,Control
3236351,Test
5065737,Test
7143633,Control
6735099,Control
9404539,Control
9923389,Control
503051,Control
1669156,Test
6542682,Control
86780,Test
2572041,Control
2736294,Test
5875727,Control
9465015,Test
239291,Test
7258079,Test
4914129,Control
2010851,Control
6623614,Control
9101443,Control
6157625,Test
3007171,Test
353727,Control
379137,Control
260044,Test
42725,Test
2819518,Test
6862532,Test
6036804,Test
3329380,Test
2898817,Control
244011,Test
786681,Control
941279,Control
581882,Control
478808,Test
2937724,Control
773462,Control
4766855,Test
7893040,Control
3423690,Control
2153015,Control
8538953,Control
6490503,Control
966341,Test
515712,Control
2395001,Control
460257,Test
2237376,Test
533320,Control
1814949,Test
118415,Control
270682,Control
3407926,Control
3812607,Test
2620242,Control
9887430,Test
8671775,Control
938268,Test
3272906,Test
8486603,Control
4187527,Control
8150031,Test
356783,Control
6796179,Control
8876038,Test
1341612,Test
5156080,Test
4135832,Test
1636131,Control
9618925,Control
6399218,Test
6199688,Control
6462925,Test
6340179,Control
4649676,Test
6343693,Control
7538120,Control
148037,Control
50325,Test
7852915,Control
1941272,Test
963164,Control
3592062,Control
7777790,Test
7259206,Test
6292773,Control
6949668,Control
108419,Test
8866432,Test
7430457,Test
7059321,Control
115839,Test
6139333,Test
5609004,Control
4564948,Test
4108261,Test
4296623,Control
2387182,Control
3382714,Control
4366790,Test
6928355,Test
5489642,Test
5457087,Test
5793876,Test
9772972,Control
4752282,Control
5807085,Test
2482224,Control
8115079,Control
3103157,Test
1666696,Test
6571686,Control
4391047,Control
2952896,Test
4350833,Control
8166616,Control
4540109,Test
5636190,Test
3556889,Test
7136865,Control
3766006,Test
2090574,Test
3128635,Test
6198147,Test
9160341,Test
9409908,Control
5642208,Test
8985316,Control
5777036,Control
3394078,Test
5261313,Control
8818002,Test
5241981,Test
6255565,Control
7349912,Test
1425912,Test
6253802,Control
3343218,Test
5968033,Control
8585073,Test
144773,Control
4726935,Test
1770552,Control
3407812,Test
4852240,Control
5625895,Control
6581703,Control
4862941,Test
6576742,Test
6808577,Test
1216772,Test
7044580,Control
7301619,Test
8002672,Control
6255724,Test
4646433,Control
9816717,Control
2478628,Test
1605677,Test
5598911,Control
9938104,Test
8498591,Control
7385999,Control
5757723,Control
4992306,Control
1181777,Control
204361,Control
4972552,Control
5021259,Control
3089372,Test
2411318,Control
267299,Control
3756516,Test
3177299,Test
1667795,Control
2626569,Test
4077197,Test
7691865,Test
1830511,Control
4916553,Test
7511654,Control
4834299,Test
1462470,Test
9424502,Control
1194408,Control
3192339,Test
3710720,Control
5588167,Test
612481,Control
1316402,Test
428188,Control
1912082,Test
4070915,Test
5469096,Control
5037795,Control
8548477,Test
1759261,Control
640995,Test
673672,Control
9575330,Test
5004515,Test
3698628,Control
9787741,Control
1300224,Test
6765138,Test
6217298,Test
1032721,Control
4453547,Control
1423754,Test
7013769,Control
1707115,Test
86616,Control
8514305,Control
3077416,Control
8140196,Test
7803457,Control
4803107,Test
9041483,Control
4373203,Control
7470426,Control
1051377,Control
9198825,Control
9709954,Control
4623321,Test
6126502,Control
3064729,Test
5838845,Test
6340382,Test
2521236,Test
714189,Test
8296896,Test
7054527,Control
5742957,Test
8767041,Control
1456682,Test
9087617,Test
9670804,Test
3034096,Test
1715882,Test
3766933,Control
6365047,Test
7983890,Test
2785646,Test
3530964,Test
7582587,Control
822741,Control
4071532,Test
6643288,Test
9513978,Test
7408332,Test
8430663,Test
7991318,Control
5316428,Control
9100219,Control
4674528,Control
228868,Test
3927920,Control
8635406,Control
7226525,Test
4777945,Control
5366824,Test
7451853,Control
7182819,Control
3313315,Test
151897,Test
3385688,Control
3121872,Test
6158691,Test
8241833,Test
356363,Control
4337771,Test
9723734,Test
3640838,Control
2048347,Test
882187,Control
9031350,Control
9481495,Control
6060172,Test
626263,Test
4652540,Test
5844424,Control
6906248,Test
17170,Test
3818866,Test
9907037,Control
2794902,Control
556488,Test
8959138,Test
9244149,Control
8881398,Control
2009543,Test
8622758,Test
8537506,Test
2545621,Control
8170103,Test
4275169,Test
607427,Control
2700187,Control
1810029,Control
1607366,Test
6226635,Control
9750214,Control
1459001,Control
4045514,Test
7344392,Test
1311966,Test
2477549,Control
7512804,Control
2979920,Test
3831166,Control
8586276,Control
1204758,Test
1187904,Test
4028430,Control
5830053,Test
9010076,Control
4715889,Test
6444330,Control
3788589,Control
151250,Test
2466669,Control
3250807,Control
2549128,Control
8431740,Test
6873514,Test
5862154,Test
3562647,Test
7399603,Test
7226122,Test
5177112,Test
6028020,Control
1986539,Control
7428656,Test
5865838,Control
7053382,Test
3810215,Test
8621093,Test
458225,Test
8528827,Test
8875616,Control
242922,Control
9362131,Test
716476,Test
7590603,Control
2287580,Control
3923067,Control
5412643,Control
6822246,Control
6912802,Test
4370671,Test
4514170,Test
7686541,Control
1892368,Control
6149800,Control
9518630,Test
7642645,Test
6983917,Control
1726128,Test
4411115,Test
9996404,Control
4319645,Test
2551688,Test
480944,Control
8950912,Test
4701960,Control
3154922,Control
9434878,Test
3835844,Test
6255392,Test
819286,Test
2406154,Test
3173824,Control
1176152,Control
7277156,Control
5025952,Test
1675926,Control
591482,Control
7913751,Test
5341221,Control
657899,Test
3069127,Control
4682874,Test
9002320,Control
7208080,Test
6090669,Test
3387213,Control
443921,Test
6630494,Control
1287625,Test
5570866,Control
4582892,Control
1790963,Test
8876250,Control
6229944,Test
6075274,Test
861868,Control
36432,Test
3185304,Test
6574408,Test
7816330,Test
301637,Test
7749080,Test
7139320,Test
4701250,Control
7055327,Test
5040886,Test
9937975,Control
8055629,Control
218903,Control
2952186,Control
7751717,Test
1067325,Test
1222857,Test
3720127,Control
1120859,Test
2195967,Control
4553704,Test
1346930,Control
4244465,Control
5468324,Test
1213731,Control
761733,Control
2914362,Test
7783740,Control
8087904,Control
8752019,Test
9645276,Test
9710210,Test
6770720,Control
3362285,Control
9171889,Test
1787893,Control
4045580,Test
3518821,Test
1161189,Test
4787429,Test
6499575,Control
8605475,Control
8482912,Control
165765,Test
5966661,Test
7401406,Test
1694251,Test
7305468,Test
3357999,Control
2689307,Test
9771204,Control
5043454,Test
623101,Control
1430839,Control
9928657,Control
4351236,Test
7732650,Control
2580200,Control
1896723,Test
1325390,Test
6642557,Test
9045790,Control
5326567,Test
5294828,Test
1020828,Test
4579064,Test
4765130,Test
9506769,Test
4832456,Test
6885985,Control
7926426,Control
5890995,Control
9945726,Test
7266777,Control
460505,Control
6796201,Control
1996689,Control
5008443,Test
5424144,Test
8718073,Test
5554678,Control
4438069,Control
3500934,Control
5827480,Test
2365141,Control
6590646,Test
435886,Test
6862397,Control
8942980,Control
5114108,Control
351093,Control
126171,Control
4918622,Test
1631726,Test
2791866,Control
5758766,Test
1453972,Test
2255988,Test
6888356,Control
3704365,Test
4924821,Test
8635284,Test
1356002,Control
3806065,Control
5007915,Control
8755557,Test
5194608,Control
3466478,Control
4561584,Control
9577370,Control
9478703,Test
1410425,Control
4514549,Test
5749929,Control
4702480,Control
5411447,Test
364039,Control
9236931,Test
2292643,Test
9262125,Test
179358,Test
7559997,Test
3830629,Control
6374491,Test
5925148,Test
5971471,Control
2466307,Control
4570044,Test
308060,Test
3399237,Control
5977906,Control
918500,Control
3412931,Test
3647,Control
2058971,Control
619342,Control
5430280,Control
1225544,Control
9403797,Control
4481852,Test
4282258,Control
2559643,Control
9375060,Test
1332220,Control
6768889,Control
9381192,Test
2747302,Control
5204398,Control
7114961,Test
6351585,Control
6758838,Test
4787356,Test
2142735,Test
5105149,Control
344514,Test
5414090,Test
2527557,Test
5852774,Test
1677568,Test
6591498,Test
4439782,Test
5234643,Test
303551,Test
3788267,Test
1279440,Control
4866771,Test
1512189,Test
8593429,Test
5742686,Control
3798807,Control
2335870,Test
2689442,Control
847857,Control
2978756,Test
637311,Test
6382317,Control
